CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
1245,Male,35,28,61
1246,Female,40,29,31
1247,Female,23,29,87
1248,Male,60,30,4
1249,Female,21,30,73
1250,Male,53,33,4
1251,Male,18,33,92
1252,Female,49,33,14
1253,Female,21,33,81
1254,Female,42,34,17
1255,Female,30,34,73
1256,Female,36,37,26
1257,Female,20,37,75
1258,Female,65,38,35
1259,Male,24,38,92
1260,Male,48,39,36
1261,Female,31,39,61
1262,Female,49,39,28
1263,Female,24,39,65
1264,Female,50,40,55
1265,Female,27,40,47
1266,Female,29,40,42
1267,Female,31,40,42
1268,Female,49,42,52
1269,Male,33,42,60
1270,Female,31,43,54
1271,Male,59,43,60
1272,Female,50,43,45
1273,Male,47,43,41
1274,Female,51,44,50
1275,Male,69,44,46
1276,Female,27,46,51
1277,Male,53,46,46
1278,Male,70,46,56
1279,Male,19,46,55
1280,Female,67,47,52
1281,Female,54,47,59
1282,Male,63,48,51
1283,Male,18,48,59
1284,Female,43,48,50
1285,Female,68,48,48
1286,Male,19,48,59
1287,Female,32,48,47
1288,Male,70,49,55
1289,Female,47,49,42
1290,Female,60,50,49
1291,Female,60,50,56
1292,Male,59,54,47
1293,Male,26,54,54
1294,Female,45,54,53
1295,Male,40,54,48
1296,Female,23,54,52
1297,Female,49,54,42
1298,Male,57,54,51
1299,Male,38,54,55
1300,Male,67,54,41
1301,Female,46,54,44
1302,Female,21,54,57
1303,Male,48,54,46
1304,Female,55,57,58
1305,Female,22,57,55
1306,Female,34,58,60
1307,Female,50,58,46
1308,Female,68,59,55
1309,Male,18,59,41
1310,Male,48,60,49
1311,Female,40,60,40
1312,Female,32,60,42
1313,Male,24,60,52
1314,Female,47,60,47
1315,Female,27,60,50
1316,Male,48,61,42
1317,Male,20,61,49
1318,Female,23,62,41
1319,Female,49,62,48
1320,Male,67,62,59
1321,Male,26,62,55
1322,Male,49,62,56
1323,Female,21,62,42
1324,Female,66,63,50
1325,Male,54,63,46
1326,Male,68,63,43
1327,Male,66,63,48
1328,Male,65,63,52
1329,Female,19,63,54
1330,Female,38,64,42
1331,Male,19,64,46
1332,Female,18,65,48
1333,Female,19,65,50
1334,Female,63,65,43
1335,Female,49,65,59
1336,Female,51,67,43
1337,Female,50,67,57
1338,Male,27,67,56
1339,Female,38,67,40
1340,Female,40,69,58
1341,Male,39,69,91
1342,Female,23,70,29
1343,Female,31,70,77
1344,Male,43,71,35
1345,Male,40,71,95
1346,Male,59,71,11
1347,Male,38,71,75
1348,Male,47,71,9
1349,Male,39,71,75
1350,Female,25,72,34
1351,Female,31,72,71
1352,Male,20,73,5
1353,Female,29,73,88
1354,Female,44,73,7
1355,Male,32,73,73
1356,Male,19,74,10
1357,Female,35,74,72
1358,Female,57,75,5
1359,Male,32,75,93
1360,Female,28,76,40
1361,Female,32,76,87
1362,Female,49,39,28
1363,Female,24,39,65
1364,Female,50,40,55
1365,Female,27,40,47
1366,Female,29,40,42
1367,Female,31,40,42
1368,Female,49,42,52
1369,Male,33,42,60
1370,Female,31,43,54
1371,Male,59,43,60
1372,Female,50,43,45
1373,Male,47,43,41
1374,Female,51,44,50
1375,Male,69,44,46
1376,Female,27,46,51
1377,Male,53,46,46
1378,Male,70,46,56
1379,Male,19,46,55
1380,Female,67,47,52
1381,Female,54,47,59
1382,Male,63,48,51
1383,Male,18,48,59
1384,Female,43,48,50
1385,Female,68,48,48
1386,Male,19,48,59
1387,Female,32,48,47
1388,Male,70,49,55
1389,Female,47,49,42
1390,Female,60,50,49
1391,Female,60,50,56
1392,Male,59,54,47
1393,Male,26,54,54
1394,Female,45,54,53
1395,Male,40,54,48
1396,Female,23,54,52
1397,Female,49,54,42
1398,Male,57,54,51
1399,Male,38,54,55
1400,Male,67,54,41
1401,Female,46,54,44
1402,Female,21,54,57
1403,Male,48,54,46
1404,Female,55,57,58
1405,Female,22,57,55
1406,Female,34,58,60
1407,Female,50,58,46
1408,Female,68,59,55
1409,Male,18,59,41
1410,Male,48,60,49
1411,Female,40,60,40
1412,Female,32,60,42
1413,Male,24,60,52
1414,Female,47,60,47
1415,Female,27,60,50
1416,Male,48,61,42
1417,Male,20,61,49
1418,Female,23,62,41
1419,Female,49,62,48
1420,Male,67,62,59
1421,Male,26,62,55
1422,Male,49,62,56
1423,Female,21,62,42
1424,Female,66,63,50
1425,Male,54,63,46
1426,Male,68,63,43
1427,Male,66,63,48
1428,Male,65,63,52
1429,Female,19,63,54
1430,Female,38,64,42
1431,Male,19,64,46
1432,Female,18,65,48
1433,Female,19,65,50
1434,Female,63,65,43
1435,Female,49,65,59
1436,Female,51,67,43
1437,Female,50,67,57
1438,Male,27,67,56
1439,Female,38,67,40
1440,Female,40,69,58
1441,Male,39,69,91
1442,Female,23,70,29
1443,Female,31,70,77
1444,Male,43,71,35
1445,Male,40,71,95
1446,Male,59,71,11
1447,Male,38,71,75
1448,Male,47,71,9
1449,Male,39,71,75
1450,Female,25,72,34
1451,Female,31,72,71
1452,Male,20,73,5
1453,Female,29,73,88
1454,Female,44,73,7
1455,Male,32,73,73
1456,Male,19,74,10
1457,Female,35,74,72
1458,Female,57,75,5
1459,Male,32,75,93
1460,Female,28,76,40
1461,Female,32,76,87
1462,Male,25,77,12
1463,Male,28,77,97
1464,Male,48,77,36
1465,Female,32,77,74
1466,Female,34,78,22
1467,Male,34,78,90
1468,Male,43,78,17
1469,Male,39,78,88
1470,Female,44,78,20
1471,Female,38,78,76
1472,Female,47,78,16
1473,Female,27,78,89
1474,Male,37,78,1
1475,Female,30,78,78
1476,Male,34,78,1
1477,Female,30,78,73
1478,Female,56,79,35
1479,Female,29,79,83
1480,Male,19,81,5
1481,Female,31,81,93
1482,Male,50,85,26
1483,Female,36,85,75
1484,Male,42,86,20
1485,Female,33,86,95
1486,Female,36,87,27
1487,Male,32,87,63
1488,Male,40,87,13
1489,Male,28,87,75
1490,Male,36,87,10
1491,Male,36,87,92
1492,Female,52,88,13
1493,Female,30,88,86
1494,Male,58,88,15
1495,Male,27,88,69
1496,Male,59,93,14
1497,Male,35,93,90
1498,Female,37,97,32
1499,Female,32,97,86
1500,Male,46,98,15
1501,Female,29,98,88
1502,Female,41,99,39
1503,Male,30,99,97
1504,Female,54,101,24
1505,Male,28,101,68
1506,Female,41,103,17
1507,Female,36,103,85
1508,Female,34,103,23
1509,Female,32,103,69
1510,Male,33,113,8
1511,Female,38,113,91
1512,Female,47,120,16
1513,Female,35,120,79
1514,Female,45,126,28
1515,Male,32,126,74
1516,Male,32,137,18
1517,Male,30,137,83
1518,Male,19,15,39
1519,Male,21,15,81
1520,Female,20,16,6
1521,Female,23,16,77
1522,Female,31,17,40
1523,Female,22,17,76
1524,Female,35,18,6
1525,Female,23,18,94
1526,Male,64,19,3
1527,Female,30,19,72
1528,Male,67,19,14
1529,Female,35,19,99
1530,Female,58,20,15
1531,Female,24,20,77
1532,Male,37,20,13
1533,Male,22,20,79
1534,Female,35,21,35
1535,Male,20,21,66
1536,Male,52,23,29
1537,Female,35,23,98
1538,Male,35,24,35
1539,Male,25,24,73
1540,Female,46,25,5
1541,Male,31,25,73
1542,Female,54,28,14
1543,Male,29,28,82
1544,Female,45,28,32
1545,Male,35,28,61
1546,Female,40,29,31
1547,Female,23,29,87
1548,Male,60,30,4
1549,Female,21,30,73
1550,Male,53,33,4
1551,Male,18,33,92
1552,Female,49,33,14
1553,Female,21,33,81
1554,Female,42,34,17
1555,Female,30,34,73
1556,Female,36,37,26
1557,Female,20,37,75
1558,Female,65,38,35
1559,Male,24,38,92
1560,Male,48,39,36
1561,Female,31,39,61
1562,Female,49,39,28
1563,Female,24,39,65
1564,Female,50,40,55
1565,Female,27,40,47
1566,Female,29,40,42
1567,Female,31,40,42
1568,Female,49,42,52
1569,Male,33,42,60
1570,Female,31,43,54
1571,Male,59,43,60
1572,Female,50,43,45
1573,Male,47,43,41
1574,Female,51,44,50
1575,Male,69,44,46
1576,Female,27,46,51
1577,Male,53,46,46
1578,Male,70,46,56
1579,Male,19,46,55
1580,Female,67,47,52
1581,Female,54,47,59
1582,Male,63,48,51
1583,Male,18,48,59
1584,Female,43,48,50
1585,Female,68,48,48
1586,Male,19,48,59
1587,Female,32,48,47
1588,Male,70,49,55
1589,Female,47,49,42
1590,Female,60,50,49
1591,Female,60,50,56
1592,Male,59,54,47
1593,Male,26,54,54
1594,Female,45,54,53
1595,Male,40,54,48
1596,Female,23,54,52
1597,Female,49,54,42
1598,Male,57,54,51
1599,Male,38,54,55
1600,Male,67,54,41
1601,Female,46,54,44
1602,Female,21,54,57
1603,Male,48,54,46
1604,Female,55,57,58
1605,Female,22,57,55
1606,Female,34,58,60
1607,Female,50,58,46
1608,Female,68,59,55
1609,Male,18,59,41
1610,Male,48,60,49
1611,Female,40,60,40
1612,Female,32,60,42
1613,Male,24,60,52
1614,Female,47,60,47
1615,Female,27,60,50
1616,Male,48,61,42
1617,Male,20,61,49
1618,Female,23,62,41
1619,Female,49,62,48
1620,Male,67,62,59
1621,Male,26,62,55
1622,Male,49,62,56
1623,Female,21,62,42
1624,Female,66,63,50
1625,Male,54,63,46
1626,Male,68,63,43
1627,Male,66,63,48
1628,Male,65,63,52
1629,Female,19,63,54
1630,Female,38,64,42
1631,Male,19,64,46
1632,Female,18,65,48
1633,Female,19,65,50
1634,Female,63,65,43
1635,Female,49,65,59
1636,Female,51,67,43
1637,Female,50,67,57
1638,Male,27,67,56
1639,Female,38,67,40
1640,Female,40,69,58
1641,Male,39,69,91
1642,Female,23,70,29
1643,Female,31,70,77
1644,Male,43,71,35
1645,Male,40,71,95
1646,Male,59,71,11
1647,Male,38,71,75
1648,Male,47,71,9
1649,Male,39,71,75
1650,Female,25,72,34
1651,Female,31,72,71
1652,Male,20,73,5
1653,Female,29,73,88
1654,Female,44,73,7
1655,Male,32,73,73
1656,Male,19,74,10
1657,Female,35,74,72
1658,Female,57,75,5
1659,Male,32,75,93
1660,Female,28,76,40
1661,Female,32,76,87
1662,Female,49,39,28
1663,Female,24,39,65
1664,Female,50,40,55
1665,Female,27,40,47
1666,Female,29,40,42
1667,Female,31,40,42
1668,Female,49,42,52
1669,Male,33,42,60
1670,Female,31,43,54
1671,Male,59,43,60
1672,Female,50,43,45
1673,Male,47,43,41
1674,Female,51,44,50
1675,Male,69,44,46
1676,Female,27,46,51
1677,Male,53,46,46
1678,Male,70,46,56
1679,Male,19,46,55
1680,Female,67,47,52
1681,Female,54,47,59
1682,Male,63,48,51
1683,Male,18,48,59
1684,Female,43,48,50
1685,Female,68,48,48
1686,Male,19,48,59
1687,Female,32,48,47
1688,Male,70,49,55
1689,Female,47,49,42
1690,Female,60,50,49
1691,Female,60,50,56
1692,Male,59,54,47
1693,Male,26,54,54
1694,Female,45,54,53
1695,Male,40,54,48
1696,Female,23,54,52
1697,Female,49,54,42
1698,Male,57,54,51
1699,Male,38,54,55
1700,Male,67,54,41
1701,Female,46,54,44
1702,Female,21,54,57
1703,Male,48,54,46
1704,Female,55,57,58
1705,Female,22,57,55
1706,Female,34,58,60
1707,Female,50,58,46
1708,Female,68,59,55
1709,Male,18,59,41
1710,Male,48,60,49
1711,Female,40,60,40
1712,Female,32,60,42
1713,Male,24,60,52
1714,Female,47,60,47
1715,Female,27,60,50
1716,Male,48,61,42
1717,Male,20,61,49
1718,Female,23,62,41
1719,Female,49,62,48
1720,Male,67,62,59
1721,Male,26,62,55
1722,Male,49,62,56
1723,Female,21,62,42
1724,Female,66,63,50
1725,Male,54,63,46
1726,Male,68,63,43
1727,Male,66,63,48
1728,Male,65,63,52
1729,Female,19,63,54
1730,Female,38,64,42
1731,Male,19,64,46
1732,Female,18,65,48
1733,Female,19,65,50
1734,Female,63,65,43
1735,Female,49,65,59
1736,Female,51,67,43
1737,Female,50,67,57
1738,Male,27,67,56
1739,Female,38,67,40
1740,Female,40,69,58
1741,Male,39,69,91
1742,Female,23,70,29
1743,Female,31,70,77
1744,Male,43,71,35
1745,Male,40,71,95
1746,Male,59,71,11
1747,Male,38,71,75
1748,Male,47,71,9
1749,Male,39,71,75
1750,Female,25,72,34
1751,Female,31,72,71
1752,Male,20,73,5
1753,Female,29,73,88
1754,Female,44,73,7
1755,Male,32,73,73
1756,Male,19,74,10
1757,Female,35,74,72
1758,Female,57,75,5
1759,Male,32,75,93
1760,Female,28,76,40
1761,Female,32,76,87
1762,Male,25,77,12
1763,Male,28,77,97
1764,Male,48,77,36
1765,Female,32,77,74
1766,Female,34,78,22
1767,Male,34,78,90
1768,Male,43,78,17
1769,Male,39,78,88
1770,Female,44,78,20
1771,Female,38,78,76
1772,Female,47,78,16
1773,Female,27,78,89
1774,Male,37,78,1
1775,Female,30,78,78
1776,Male,34,78,1
1777,Female,30,78,73
1778,Female,56,79,35
1779,Female,29,79,83
1780,Male,19,81,5
1781,Female,31,81,93
1782,Male,50,85,26
1783,Female,36,85,75
1784,Male,42,86,20
1785,Female,33,86,95
1786,Female,36,87,27
1787,Male,32,87,63
1788,Male,40,87,13
1789,Male,28,87,75
1790,Male,36,87,10
1791,Male,36,87,92
1792,Female,52,88,13
1793,Female,30,88,86
1794,Male,58,88,15
1795,Male,27,88,69
1796,Male,59,93,14
1797,Male,35,93,90
1798,Female,37,97,32
1799,Female,32,97,86
1800,Male,46,98,15
1801,Female,29,98,88
1802,Female,41,99,39
1803,Male,30,99,97
1804,Female,54,101,24
1805,Male,28,101,68
1806,Female,41,103,17
1807,Female,36,103,85
1808,Female,34,103,23
1809,Female,32,103,69
1810,Male,33,113,8
1811,Female,38,113,91
1812,Female,47,120,16
1813,Female,35,120,79
1814,Female,45,126,28
1815,Male,32,126,74
1816,Male,32,137,18
1817,Male,30,137,83
1818,Male,19,15,39
1819,Male,21,15,81
1820,Female,20,16,6
1821,Female,23,16,77
1822,Female,31,17,40
1823,Female,22,17,76
1824,Female,35,18,6
1825,Female,23,18,94
1826,Male,64,19,3
1827,Female,30,19,72
1828,Male,67,19,14
1829,Female,35,19,99
1830,Female,58,20,15
1831,Female,24,20,77
1832,Male,37,20,13
1833,Male,22,20,79
1834,Female,35,21,35
1835,Male,20,21,66
1836,Male,52,23,29
1837,Female,35,23,98
1838,Male,35,24,35
1839,Male,25,24,73
1840,Female,46,25,5
1841,Male,31,25,73
1842,Female,54,28,14
1843,Male,29,28,82
1844,Female,45,28,32
1845,Male,35,28,61
1846,Female,40,29,31
1847,Female,23,29,87
1848,Male,60,30,4
1849,Female,21,30,73
1850,Male,53,33,4
1851,Male,18,33,92
1852,Female,49,33,14
1853,Female,21,33,81
1854,Female,42,34,17
1855,Female,30,34,73
1856,Female,36,37,26
1857,Female,20,37,75
1858,Female,65,38,35
1859,Male,24,38,92
1860,Male,48,39,36
1861,Female,31,39,61
1862,Female,49,39,28
1863,Female,24,39,65
1864,Female,50,40,55
1865,Female,27,40,47
1866,Female,29,40,42
1867,Female,31,40,42
1868,Female,49,42,52
1869,Male,33,42,60
1870,Female,31,43,54
1871,Male,59,43,60
1872,Female,50,43,45
1873,Male,47,43,41
1874,Female,51,44,50
1875,Male,69,44,46
1876,Female,27,46,51
1877,Male,53,46,46
1878,Male,70,46,56
1879,Male,19,46,55
1880,Female,67,47,52
1881,Female,54,47,59
1882,Male,63,48,51
1883,Male,18,48,59
1884,Female,43,48,50
1885,Female,68,48,48
1886,Male,19,48,59
1887,Female,32,48,47
1888,Male,70,49,55
1889,Female,47,49,42
1890,Female,60,50,49
1891,Female,60,50,56
1892,Male,59,54,47
1893,Male,26,54,54
1894,Female,45,54,53
1895,Male,40,54,48
1896,Female,23,54,52
1897,Female,49,54,42
1898,Male,57,54,51
1899,Male,38,54,55
1900,Male,67,54,41
1901,Female,46,54,44
1902,Female,21,54,57
1903,Male,48,54,46
1904,Female,55,57,58
1905,Female,22,57,55
1906,Female,34,58,60
1907,Female,50,58,46
1908,Female,68,59,55
1909,Male,18,59,41
1910,Male,48,60,49
1911,Female,40,60,40
1912,Female,32,60,42
1913,Male,24,60,52
1914,Female,47,60,47
1915,Female,27,60,50
1916,Male,48,61,42
1917,Male,20,61,49
1918,Female,23,62,41
1919,Female,49,62,48
1920,Male,67,62,59
1921,Male,26,62,55
1922,Male,49,62,56
1923,Female,21,62,42
1924,Female,66,63,50
1925,Male,54,63,46
1926,Male,68,63,43
1927,Male,66,63,48
1928,Male,65,63,52
1929,Female,19,63,54
1930,Female,38,64,42
1931,Male,19,64,46
1932,Female,18,65,48
1933,Female,19,65,50
1934,Female,63,65,43
1935,Female,49,65,59
1936,Female,51,67,43
1937,Female,50,67,57
1938,Male,27,67,56
1939,Female,38,67,40
1940,Female,40,69,58
1941,Male,39,69,91
1942,Female,23,70,29
1943,Female,31,70,77
1944,Male,43,71,35
1945,Male,40,71,95
1946,Male,59,71,11
1947,Male,38,71,75
1948,Male,47,71,9
1949,Male,39,71,75
1950,Female,25,72,34
1951,Female,31,72,71
1952,Male,20,73,5
1953,Female,29,73,88
1954,Female,44,73,7
1955,Male,32,73,73
1956,Male,19,74,10
1957,Female,35,74,72
1958,Female,57,75,5
1959,Male,32,75,93
1960,Female,28,76,40
1961,Female,32,76,87
1962,Male,26,62,55
1963,Male,49,62,56
1964,Female,21,62,42
1965,Female,66,63,50
1966,Male,54,63,46
1967,Male,68,63,43
1968,Male,66,63,48
1969,Male,65,63,52
1970,Female,19,63,54
1971,Female,38,64,42
1972,Male,19,64,46
1973,Female,18,65,48
1974,Female,19,65,50
1975,Female,63,65,43
1976,Female,49,65,59
1977,Female,51,67,43
1978,Female,50,67,57
1979,Male,27,67,56
1980,Female,38,67,40
1981,Female,40,69,58
1982,Male,39,69,91
1983,Female,23,70,29
1984,Female,31,70,77
1985,Male,43,71,35
1986,Male,40,71,95
1987,Male,59,71,11
1988,Female,38,71,75
1989,Male,47,71,9
1990,Male,39,71,75
1991,Female,25,72,34
1992,Female,31,72,71
1993,Male,20,73,5
1994,Female,29,73,88
1995,Female,44,73,7
1996,Male,32,73,73
1997,Male,19,74,10
1998,Female,35,74,72
1999,Female,57,75,5
2000,Male,32,75,93
2001,Female,28,76,40
2002,Female,32,76,87
2003,Female,57,75,5
2004,Male,32,75,93
2005,Female,28,76,40
